section_id,norm_multi_family_score,norm_single_family_score,norm_score,urban_parcel_classification,norm_optimal_housing_type,num_housing_units,municipality_name,district_name,comarca,lat,lon,cluster_sc,cluster_description,household_income_sc,multi_family_rental_ppm2_sc,multi_family_purchase_ppm2_percentile_sc,single_family_rental_ppm2_sc,single_family_purchase_ppm2_percentile_sc,office_analysis,office_rental_ppm2
810102046,43.18938105894587,0.0,43.18938105894587,Housing Consolidated,,0.0,"Hospitalet de Llobregat, L'",La Torrassa,Barcelones,41.36993799,2.124747057,3,"04 Quality Location, Regeneration",34827.0,12.2,3295.978378,,,Other,0.0
810102047,43.993614560700735,0.0,43.993614560700735,Housing Consolidated,,0.0,"Hospitalet de Llobregat, L'",La Torrassa,Barcelones,41.37040439,2.125393908,3,"04 Quality Location, Regeneration",35312.0,11.9,3160.897297,,,Other,0.0
810102048,45.20509634119691,0.0,45.20509634119691,Other,,0.0,"Hospitalet de Llobregat, L'",La Torrassa,Barcelones,41.37089021,2.126140662,3,"04 Quality Location, Regeneration",36891.0,12.5,3433.783784,,,Other,0.0
810102049,47.63743981869206,0.0,47.63743981869206,Other,,0.0,"Hospitalet de Llobregat, L'",La Torrassa,Barcelones,41.37142586,2.12690186,3,"04 Quality Location, Regeneration",37574.0,12.0,3205.621622,,,Other,0.0
810103001,43.85791320633474,0.0,43.85791320633474,Housing Consolidated,,0.0,"Hospitalet de Llobregat, L'",Santa Eulàlia,Barcelones,41.36362972,2.122187762,2,"05 Central Metropolitan Location, Regeneration",38413.0,11.7,3072.356757,,,Other,0.0
810103002,42.72936647143265,0.0,42.72936647143265,Other,,0.0,"Hospitalet de Llobregat, L'",Santa Eulàlia,Barcelones,41.36405927,2.117414932,2,"05 Central Metropolitan Location, Regeneration",37566.0,12.9,3621.762162,,,Other,0.0
810103003,52.99896240134783,0.0,52.99896240134783,Other,,0.0,"Hospitalet de Llobregat, L'",Santa Eulàlia,Barcelones,41.36466299,2.119733058,2,"05 Central Metropolitan Location, Regeneration",35082.0,12.7,3527.167568,,,Other,0.0
810103004,46.703729943703145,0.0,46.703729943703145,Other,,0.0,"Hospitalet de Llobregat, L'",Santa Eulàlia,Barcelones,41.36563405,2.12264405,3,"04 Quality Location, Regeneration",48570.0,12.6,3480.324324,,,Other,0.0
810103005,46.79772611651063,0.0,46.79772611651063,Other,Multi-Family,2.0,"Hospitalet de Llobregat, L'",Santa Eulàlia,Barcelones,41.36648809,2.125197359,2,"05 Central Metropolitan Location, Regeneration",48019.0,11.3,2898.908108,,,Other,0.0
810103006,45.94506142427012,0.0,45.94506142427012,Other,,0.0,"Hospitalet de Llobregat, L'",Santa Eulàlia,Barcelones,41.36664916,2.126494289,2,"05 Central Metropolitan Location, Regeneration",42535.0,11.3,2898.908108,,,Other,0.0
810103007,44.22117575029572,0.0,44.22117575029572,Other,,0.0,"Hospitalet de Llobregat, L'",Santa Eulàlia,Barcelones,41.36852305,2.130463726,3,"04 Quality Location, Regeneration",48509.0,10.2,2446.897297,,,Other,0.0
810103008,46.41383461412167,0.0,46.41383461412167,Other,,0.0,"Hospitalet de Llobregat, L'",Santa Eulàlia,Barcelones,41.36467365,2.128591346,2,"05 Central Metropolitan Location, Regeneration",51481.0,12.6,3480.324324,,,Other,0.0
810103009,47.15792510930578,0.0,47.15792510930578,Housing Consolidated,,0.0,"Hospitalet de Llobregat, L'",Santa Eulàlia,Barcelones,41.36188862,2.129337767,2,"05 Central Metropolitan Location, Regeneration",48484.0,12.5,3433.783784,,,Other,0.0
810103010,52.70092908672821,0.0,52.70092908672821,Other,,0.0,"Hospitalet de Llobregat, L'",Santa Eulàlia,Barcelones,41.36437629,2.124977465,3,"04 Quality Location, Regeneration",39981.0,12.1,3250.648649,,,Other,0.0
810103011,52.35856661639669,0.0,52.35856661639669,Other,,0.0,"Hospitalet de Llobregat, L'",Santa Eulàlia,Barcelones,41.36369073,2.124454908,3,"04 Quality Location, Regeneration",41656.0,13.3,3814.583784,,,Other,0.0
810103012,42.66138337467879,0.0,42.66138337467879,Housing Consolidated,,0.0,"Hospitalet de Llobregat, L'",Granvia Sud,Barcelones,41.36198912,2.133851206,2,"05 Central Metropolitan Location, Regeneration",40884.0,15.0,4688.108108,,,Other,0.0
810103013,43.88214173209799,0.0,43.88214173209799,Other,,0.0,"Hospitalet de Llobregat, L'",Santa Eulàlia,Barcelones,41.36284407,2.123439174,2,"05 Central Metropolitan Location, Regeneration",45234.0,12.4,3387.545946,,,Other,0.0
810103014,50.06147302565228,0.0,50.06147302565228,Other,,0.0,"Hospitalet de Llobregat, L'",Santa Eulàlia,Barcelones,41.36041402,2.12628841,2,"05 Central Metropolitan Location, Regeneration",45577.0,12.7,3527.167568,,,Other,0.0
810103015,49.54894023781493,0.0,49.54894023781493,Other,,0.0,"Hospitalet de Llobregat, L'",Santa Eulàlia,Barcelones,41.36066444,2.127675363,2,"05 Central Metropolitan Location, Regeneration",45056.0,13.9,4112.897297,,,Other,0.0
810103016,52.75927875172701,0.0,52.75927875172701,Other,,0.0,"Hospitalet de Llobregat, L'",Santa Eulàlia,Barcelones,41.36349883,2.131301095,0,03 Premium Urban Areas,54794.0,10.1,2407.621622,,,Other,0.0
810103017,55.08633081188423,0.0,55.08633081188423,Housing Consolidated,,0.0,"Hospitalet de Llobregat, L'",Santa Eulàlia,Barcelones,41.36299529,2.125804794,3,"04 Quality Location, Regeneration",38263.0,12.8,3574.313514,,,Other,0.0
810103018,35.651705055947886,0.0,35.651705055947886,Other,,0.0,"Hospitalet de Llobregat, L'",Santa Eulàlia,Barcelones,41.36567316,2.118233079,2,"05 Central Metropolitan Location, Regeneration",52177.0,9.8,2291.610811,,,Other,0.0
810103019,39.88010877754215,0.0,39.88010877754215,Other,,0.0,"Hospitalet de Llobregat, L'",Santa Eulàlia,Barcelones,41.36655405,2.131008522,2,"05 Central Metropolitan Location, Regeneration",51820.0,12.2,3295.978378,,,Other,0.0
810103020,51.73586177123609,0.0,51.73586177123609,Other,,0.0,"Hospitalet de Llobregat, L'",Granvia Sud,Barcelones,41.35023011,2.125261566,5,01 Top Premium Urban Areas,54970.0,13.4,3863.545946,,,Other,0.0
810103021,47.12521668520838,0.0,47.12521668520838,Other,,0.0,"Hospitalet de Llobregat, L'",Santa Eulàlia,Barcelones,41.36825732,2.128640656,3,"04 Quality Location, Regeneration",51464.0,11.1,2814.0,,,Other,0.0
810103022,51.02274936082303,0.0,51.02274936082303,Other,,0.0,"Hospitalet de Llobregat, L'",Santa Eulàlia,Barcelones,41.36376135,2.126419065,3,"04 Quality Location, Regeneration",41067.0,12.4,3387.545946,,,Other,0.0
810103023,58.714462920400905,0.0,58.714462920400905,Housing Consolidated,,0.0,"Hospitalet de Llobregat, L'",Santa Eulàlia,Barcelones,41.36041379,2.125127288,3,"04 Quality Location, Regeneration",45825.0,12.6,3480.324324,,,Other,0.0
810103024,61.87423399853071,0.0,61.87423399853071,Other,,0.0,"Hospitalet de Llobregat, L'",Santa Eulàlia,Barcelones,41.36171132,2.128292914,3,"04 Quality Location, Regeneration",41757.0,13.7,4012.248649,,,Other,0.0
810103025,48.25729579471794,0.0,48.25729579471794,Other,,0.0,"Hospitalet de Llobregat, L'",Santa Eulàlia,Barcelones,41.36645099,2.128272107,3,"04 Quality Location, Regeneration",49607.0,11.0,2772.0,,,Other,0.0
810103026,52.78427441268035,0.0,52.78427441268035,Other,,0.0,"Hospitalet de Llobregat, L'",Santa Eulàlia,Barcelones,41.35780505,2.122404973,5,01 Top Premium Urban Areas,64463.0,15.4,4906.356757,,,Other,0.0
810103027,42.52635703104755,0.0,42.52635703104755,Office Consolidated,,0.0,"Hospitalet de Llobregat, L'",Santa Eulàlia,Barcelones,41.35911436,2.124897539,0,03 Premium Urban Areas,57834.0,13.6,3962.378378,,,Office Consolidated,10.744
810103028,41.51391457660279,0.0,41.51391457660279,Other,Multi-Family,17.0,"Hospitalet de Llobregat, L'","Hospitalet de Llobregat, l'",Barcelones,41.36705784,2.121152598,2,"05 Central Metropolitan Location, Regeneration",60065.0,11.2,2856.302703,,,Other,0.0
810103029,34.714043701256166,0.0,34.714043701256166,Other,,0.0,"Hospitalet de Llobregat, L'","Hospitalet de Llobregat, l'",Barcelones,41.36192581,2.119253568,2,"05 Central Metropolitan Location, Regeneration",54154.0,8.8,1924.583784,,,Other,0.0
810104001,24.20732059335892,0.0,24.20732059335892,Other,,0.0,"Hospitalet de Llobregat, L'",Les Planes,Barcelones,41.37003035,2.104737176,2,"05 Central Metropolitan Location, Regeneration",40332.0,10.6,2607.027027,,,Other,0.0
810104002,36.734062018136655,0.0,36.734062018136655,Housing Consolidated,,0.0,"Hospitalet de Llobregat, L'",La Florida,Barcelones,41.37103343,2.105674781,2,"05 Central Metropolitan Location, Regeneration",33391.0,11.8,3116.475676,,,Other,0.0
810104003,42.13250605378783,0.0,42.13250605378783,Other,,0.0,"Hospitalet de Llobregat, L'",La Florida,Barcelones,41.3720594,2.106425421,2,"05 Central Metropolitan Location, Regeneration",39784.0,12.9,3621.762162,,,Other,0.0
810104004,46.64903319036519,0.0,46.64903319036519,Housing Consolidated,,0.0,"Hospitalet de Llobregat, L'",La Florida,Barcelones,41.36947525,2.111783704,3,"04 Quality Location, Regeneration",36871.0,11.9,3160.897297,,,Other,0.0
810104005,43.92598590908632,0.0,43.92598590908632,Housing Consolidated,,0.0,"Hospitalet de Llobregat, L'",La Florida,Barcelones,41.37324395,2.107708147,3,"04 Quality Location, Regeneration",33491.0,13.6,3962.378378,,,Other,0.0
810104006,50.455343972176415,0.0,50.455343972176415,Housing Consolidated,,0.0,"Hospitalet de Llobregat, L'",La Florida,Barcelones,41.37346075,2.109008141,3,"04 Quality Location, Regeneration",35470.0,12.2,3295.978378,,,Other,0.0
810104007,47.29129942378154,0.0,47.29129942378154,Housing Consolidated,,0.0,"Hospitalet de Llobregat, L'",La Florida,Barcelones,41.37267699,2.107271649,3,"04 Quality Location, Regeneration",31880.0,14.0,4163.675676,,,Other,0.0
810104009,45.32328848283831,0.0,45.32328848283831,Other,,0.0,"Hospitalet de Llobregat, L'",La Florida,Barcelones,41.3740552,2.110007804,2,"05 Central Metropolitan Location, Regeneration",33470.0,13.5,3912.810811,,,Other,0.0
810104010,41.42464179508767,0.0,41.42464179508767,Housing Consolidated,,0.0,"Hospitalet de Llobregat, L'",La Florida,Barcelones,41.37047723,2.107464488,2,"05 Central Metropolitan Location, Regeneration",41238.0,11.5,2985.027027,,,Other,0.0
810104011,42.88106800419461,0.0,42.88106800419461,Other,,0.0,"Hospitalet de Llobregat, L'",La Florida,Barcelones,41.37117288,2.108182581,3,"04 Quality Location, Regeneration",37248.0,11.8,3116.475676,,,Other,0.0
810104012,45.423300509023306,0.0,45.423300509023306,Housing Consolidated,,0.0,"Hospitalet de Llobregat, L'",La Florida,Barcelones,41.3725056,2.109243049,3,"04 Quality Location, Regeneration",36388.0,11.7,3072.356757,,,Other,0.0
810104014,45.67203908043999,0.0,45.67203908043999,Housing Consolidated,,0.0,"Hospitalet de Llobregat, L'",La Florida,Barcelones,41.37168937,2.10976433,3,"04 Quality Location, Regeneration",31511.0,14.1,4214.756757,,,Other,0.0
810104016,43.1456879302338,0.0,43.1456879302338,Housing Consolidated,,0.0,"Hospitalet de Llobregat, L'",La Florida,Barcelones,41.37278095,2.11161294,2,"05 Central Metropolitan Location, Regeneration",32389.0,13.5,3912.810811,,,Other,0.0
810104018,30.64780388169088,0.0,30.64780388169088,Other,,0.0,"Hospitalet de Llobregat, L'",Les Planes,Barcelones,41.36911787,2.107360709,2,"05 Central Metropolitan Location, Regeneration",36506.0,13.6,3962.378378,,,Other,0.0
810104019,40.84765408011012,0.0,40.84765408011012,Housing Consolidated,,0.0,"Hospitalet de Llobregat, L'",Les Planes,Barcelones,41.3675606,2.111951182,3,"04 Quality Location, Regeneration",31828.0,13.2,3765.924324,,,Other,0.0
810104020,35.59295599543223,0.0,35.59295599543223,Housing Consolidated,,0.0,"Hospitalet de Llobregat, L'",Les Planes,Barcelones,41.36879131,2.110258624,2,"05 Central Metropolitan Location, Regeneration",35552.0,12.6,3480.324324,,,Other,0.0
810104021,48.48252246224104,0.0,48.48252246224104,Housing Consolidated,,0.0,"Hospitalet de Llobregat, L'",La Florida,Barcelones,41.36974963,2.109212931,3,"04 Quality Location, Regeneration",36003.0,12.7,3527.167568,,,Other,0.0
810104022,46.12305568499108,0.0,46.12305568499108,Other,,0.0,"Hospitalet de Llobregat, L'",La Florida,Barcelones,,,3,"04 Quality Location, Regeneration",34503.0,12.7,3527.167568,,,Other,0.0
810104023,52.06992712156722,0.0,52.06992712156722,Housing Consolidated,,0.0,"Hospitalet de Llobregat, L'",La Florida,Barcelones,41.37191824,2.111657128,3,"04 Quality Location, Regeneration",35140.0,13.7,4012.248649,,,Other,0.0
810104025,35.75955423697557,0.0,35.75955423697557,Housing Consolidated,,0.0,"Hospitalet de Llobregat, L'",La Florida,Barcelones,41.3705526,2.110287966,3,"04 Quality Location, Regeneration",35250.0,13.1,3717.567568,,,Other,0.0
810104026,46.65767599501147,0.0,46.65767599501147,Housing Consolidated,,0.0,"Hospitalet de Llobregat, L'",La Florida,Barcelones,41.3719597,2.11297067,3,"04 Quality Location, Regeneration",33195.0,14.4,4369.816216,,,Other,0.0
810104027,51.12851788642666,0.0,51.12851788642666,Housing Consolidated,,0.0,"Hospitalet de Llobregat, L'",La Florida,Barcelones,41.37093225,2.112487958,3,"04 Quality Location, Regeneration",29412.0,12.7,3527.167568,,,Other,0.0
810104030,48.98359743208522,0.0,48.98359743208522,Housing Consolidated,,0.0,"Hospitalet de Llobregat, L'",La Florida,Barcelones,41.37025942,2.112583317,3,"04 Quality Location, Regeneration",40681.0,13.3,3814.583784,,,Other,0.0
810104031,44.436274862964254,0.0,44.436274862964254,Housing Consolidated,,0.0,"Hospitalet de Llobregat, L'",La Florida,Barcelones,41.36973774,2.113793595,3,"04 Quality Location, Regeneration",32414.0,13.7,4012.248649,,,Other,0.0
810104032,31.932438172309062,0.0,31.932438172309062,Other,,0.0,"Hospitalet de Llobregat, L'",La Florida,Barcelones,41.37037307,2.114756276,2,"05 Central Metropolitan Location, Regeneration",35403.0,12.6,3480.324324,,,Other,0.0
810104033,33.16619611002545,0.0,33.16619611002545,Housing Consolidated,,0.0,"Hospitalet de Llobregat, L'",Les Planes,Barcelones,41.3675577,2.108746484,3,"04 Quality Location, Regeneration",28919.0,13.1,3717.567568,,,Other,0.0
810104035,34.614558134798045,0.0,34.614558134798045,Housing Consolidated,,0.0,"Hospitalet de Llobregat, L'",Les Planes,Barcelones,41.36728321,2.109831488,3,"04 Quality Location, Regeneration",25476.0,13.7,4012.248649,,,Other,0.0
810104036,25.168331655621383,0.0,25.168331655621383,Other,,0.0,"Hospitalet de Llobregat, L'",Les Planes,Barcelones,41.36717274,2.105892041,2,"05 Central Metropolitan Location, Regeneration",35036.0,12.1,3250.648649,,,Other,0.0
810104037,40.56727773279778,0.0,40.56727773279778,Housing Consolidated,,0.0,"Hospitalet de Llobregat, L'",Les Planes,Barcelones,41.36651098,2.110333941,3,"04 Quality Location, Regeneration",33035.0,13.3,3814.583784,,,Other,0.0
810104040,40.36736397824845,0.0,40.36736397824845,Housing Consolidated,,0.0,"Hospitalet de Llobregat, L'",Les Planes,Barcelones,41.3677327,2.113441536,3,"04 Quality Location, Regeneration",37708.0,13.1,3717.567568,,,Other,0.0
810104041,38.58439037076759,0.0,38.58439037076759,Housing Consolidated,,0.0,"Hospitalet de Llobregat, L'",Les Planes,Barcelones,41.36855242,2.114788351,2,"05 Central Metropolitan Location, Regeneration",40098.0,11.5,2985.027027,,,Other,0.0
810105001,40.51465934384591,0.0,40.51465934384591,Housing Consolidated,,0.0,"Hospitalet de Llobregat, L'",Can Serra,Baix Llobregat,41.36801718,2.097073594,2,"05 Central Metropolitan Location, Regeneration",43085.0,12.3,3341.610811,,,Other,0.0
810105002,30.14529725772004,0.0,30.14529725772004,Other,,0.0,"Hospitalet de Llobregat, L'",Can Serra,Barcelones,41.36815113,2.10109321,2,"05 Central Metropolitan Location, Regeneration",37386.0,13.5,3912.810811,,,Other,0.0
810105003,36.3465602163648,0.0,36.3465602163648,Housing Consolidated,,0.0,"Hospitalet de Llobregat, L'",Can Serra,Barcelones,41.36574898,2.098104533,3,"04 Quality Location, Regeneration",41988.0,12.9,3621.762162,,,Other,0.0
810105004,59.174061871298825,0.0,59.174061871298825,Housing Consolidated,,0.0,"Hospitalet de Llobregat, L'",Can Serra,Barcelones,41.36516917,2.099324672,3,"04 Quality Location, Regeneration",35364.0,12.4,3387.545946,,,Other,0.0
810105005,26.54742591698481,0.0,26.54742591698481,Other,,0.0,"Hospitalet de Llobregat, L'",Can Serra,Barcelones,,,3,"04 Quality Location, Regeneration",37888.0,12.7,3527.167568,,,Other,0.0
810105006,32.82456067167522,0.0,32.82456067167522,Other,,0.0,"Hospitalet de Llobregat, L'",Can Serra,Barcelones,41.36585241,2.102587465,2,"05 Central Metropolitan Location, Regeneration",41846.0,10.7,2647.816216,,,Other,0.0
810105007,41.56368607327867,0.0,41.56368607327867,Other,,0.0,"Hospitalet de Llobregat, L'",Can Serra,Baix Llobregat,41.36844565,2.098543887,3,"04 Quality Location, Regeneration",38472.0,14.9,4634.302703,,,Other,0.0
810105008,35.533900127386005,0.0,35.533900127386005,Other,,0.0,"Hospitalet de Llobregat, L'",Pubilla Cases,Baix Llobregat,41.36864868,2.099240611,2,"05 Central Metropolitan Location, Regeneration",34423.0,13.7,4012.248649,,,Other,0.0
810105010,41.78156652997358,0.0,41.78156652997358,Housing Consolidated,,0.0,"Hospitalet de Llobregat, L'",Pubilla Cases,Baix Llobregat,41.37096811,2.099240364,2,"05 Central Metropolitan Location, Regeneration",35463.0,13.5,3912.810811,,,Other,0.0
810105011,41.61008441000007,0.0,41.61008441000007,Housing Consolidated,,0.0,"Hospitalet de Llobregat, L'",Pubilla Cases,Baix Llobregat,41.37181857,2.099824,2,"05 Central Metropolitan Location, Regeneration",35439.0,13.2,3765.924324,,,Other,0.0
810105013,40.37008852667368,0.0,40.37008852667368,Housing Consolidated,,0.0,"Hospitalet de Llobregat, L'",Pubilla Cases,Baix Llobregat,41.37266736,2.100406504,3,"04 Quality Location, Regeneration",31524.0,13.8,4062.421622,,,Other,0.0
810105014,44.48492846614886,0.0,44.48492846614886,Housing Consolidated,,0.0,"Hospitalet de Llobregat, L'",Pubilla Cases,Barcelones,41.37024335,2.101054756,3,"04 Quality Location, Regeneration",32909.0,11.6,3028.540541,,,Other,0.0
810105017,39.61347344995279,0.0,39.61347344995279,Other,,0.0,"Hospitalet de Llobregat, L'",Pubilla Cases,Barcelones,41.37067357,2.102678302,3,"04 Quality Location, Regeneration",31647.0,12.5,3433.783784,,,Other,0.0
810105018,47.6934179066192,0.0,47.6934179066192,Other,,0.0,"Hospitalet de Llobregat, L'",Pubilla Cases,Barcelones,41.36930565,2.101409644,3,"04 Quality Location, Regeneration",34252.0,12.5,3433.783784,,,Other,0.0
810105020,40.73961241878512,0.0,40.73961241878512,Housing Consolidated,,0.0,"Hospitalet de Llobregat, L'",Pubilla Cases,Barcelones,41.36957811,2.102406056,3,"04 Quality Location, Regeneration",35814.0,11.9,3160.897297,,,Other,0.0
810105021,31.44114409079201,0.0,31.44114409079201,Housing Consolidated,,0.0,"Hospitalet de Llobregat, L'",Can Serra,Barcelones,41.36672645,2.100304278,2,"05 Central Metropolitan Location, Regeneration",39592.0,11.8,3116.475676,,,Other,0.0
810105023,47.183732456381726,0.0,47.183732456381726,Housing Consolidated,,0.0,"Hospitalet de Llobregat, L'",Pubilla Cases,Barcelones,41.37415703,2.105818884,3,"04 Quality Location, Regeneration",36650.0,12.8,3574.313514,,,Other,0.0
810105024,38.43014200737825,0.0,38.43014200737825,Other,,0.0,"Hospitalet de Llobregat, L'",Pubilla Cases,Barcelones,41.37149891,2.10329254,3,"04 Quality Location, Regeneration",31058.0,14.8,4580.8,,,Other,0.0
810105025,41.67569347991639,0.0,41.67569347991639,Housing Consolidated,,0.0,"Hospitalet de Llobregat, L'",Pubilla Cases,Barcelones,41.37195081,2.103983005,3,"04 Quality Location, Regeneration",33570.0,13.0,3669.513514,,,Other,0.0
810105026,45.911342376485216,0.0,45.911342376485216,Housing Consolidated,,0.0,"Hospitalet de Llobregat, L'",Pubilla Cases,Barcelones,41.37271187,2.102521834,3,"04 Quality Location, Regeneration",32793.0,12.7,3527.167568,,,Other,0.0
810105028,48.63781954171685,0.0,48.63781954171685,Housing Consolidated,,0.0,"Hospitalet de Llobregat, L'",Pubilla Cases,Barcelones,41.3726935,2.104712251,2,"05 Central Metropolitan Location, Regeneration",36855.0,13.8,4062.421622,,,Other,0.0
810105029,37.023667326156655,0.0,37.023667326156655,Housing Consolidated,,0.0,"Hospitalet de Llobregat, L'",Pubilla Cases,Barcelones,41.37349172,2.103688882,3,"04 Quality Location, Regeneration",33152.0,13.9,4112.897297,,,Other,0.0
810105030,36.44655616174675,0.0,36.44655616174675,Other,,0.0,"Hospitalet de Llobregat, L'",Pubilla Cases,Barcelones,41.37510147,2.107224468,2,"05 Central Metropolitan Location, Regeneration",42850.0,13.4,3863.545946,,,Other,0.0
810105031,43.12541282758605,0.0,43.12541282758605,Housing Consolidated,,0.0,"Hospitalet de Llobregat, L'",Pubilla Cases,Barcelones,41.37386707,2.101814521,3,"04 Quality Location, Regeneration",33883.0,12.7,3527.167568,,,Other,0.0
810105032,35.825676222201594,0.0,35.825676222201594,Housing Consolidated,,0.0,"Hospitalet de Llobregat, L'",Pubilla Cases,Barcelones,41.37455161,2.102756454,3,"04 Quality Location, Regeneration",34207.0,13.5,3912.810811,,,Other,0.0
810105033,43.20100319858885,0.0,43.20100319858885,Housing Consolidated,,0.0,"Hospitalet de Llobregat, L'",Pubilla Cases,Baix Llobregat,41.3751535,2.100864019,3,"04 Quality Location, Regeneration",32899.0,13.2,3765.924324,,,Other,0.0
810105034,38.71191800194282,0.0,38.71191800194282,Housing Consolidated,,0.0,"Hospitalet de Llobregat, L'",Pubilla Cases,Baix Llobregat,41.37608381,2.10032385,3,"04 Quality Location, Regeneration",34155.0,12.8,3574.313514,,,Other,0.0
810105035,36.14829109299457,0.0,36.14829109299457,Housing Consolidated,,0.0,"Hospitalet de Llobregat, L'",Can Serra,Barcelones,41.36757686,2.102606864,2,"05 Central Metropolitan Location, Regeneration",43084.0,10.8,2688.908108,,,Other,0.0
810105037,37.9450342929385,0.0,37.9450342929385,Other,Multi-Family,97.0,"Hospitalet de Llobregat, L'",Pubilla Cases,Baix Llobregat,41.37892112,2.102172288,2,"05 Central Metropolitan Location, Regeneration",36596.0,12.3,3341.610811,,,Other,0.0
810105038,39.98907897373584,0.0,39.98907897373584,Housing Consolidated,,0.0,"Hospitalet de Llobregat, L'",Pubilla Cases,Barcelones,41.37441161,2.104536958,2,"05 Central Metropolitan Location, Regeneration",36702.0,13.8,4062.421622,,,Other,0.0
810106001,19.795484585725173,0.0,19.795484585725173,Other,,0.0,"Hospitalet de Llobregat, L'",Bellvitge,Barcelones,41.34338728,2.102721102,1,07 Peripheral Areas,41051.0,10.9,2730.302703,,,Other,0.0
810106002,40.43618954186341,0.0,40.43618954186341,Housing Consolidated,,0.0,"Hospitalet de Llobregat, L'",Bellvitge,Barcelones,41.35185505,2.106620068,3,"04 Quality Location, Regeneration",38249.0,11.5,2985.027027,,,Other,0.0
810106005,36.39992896466194,0.0,36.39992896466194,Office Consolidated,,0.0,"Hospitalet de Llobregat, L'",Bellvitge,Barcelones,41.35081132,2.108780681,2,"05 Central Metropolitan Location, Regeneration",45427.0,11.1,2814.0,,,Other,0.0
810106006,46.33616070136931,0.0,46.33616070136931,Housing Consolidated,,0.0,"Hospitalet de Llobregat, L'",Bellvitge,Barcelones,41.34812967,2.107453788,3,"04 Quality Location, Regeneration",36664.0,9.4,2141.167568,,,Other,0.0
810106007,37.98162058701163,0.0,37.98162058701163,Housing Consolidated,,0.0,"Hospitalet de Llobregat, L'",Bellvitge,Barcelones,41.34854195,2.108586611,2,"05 Central Metropolitan Location, Regeneration",35981.0,10.7,2647.816216,,,Other,0.0
810106008,27.84740201584617,0.0,27.84740201584617,Other,,0.0,"Hospitalet de Llobregat, L'",El Gornal,Barcelones,41.3518851,2.11631647,2,"05 Central Metropolitan Location, Regeneration",38928.0,10.2,2446.897297,,,Other,0.0
810106009,35.05378972443554,0.0,35.05378972443554,Housing Consolidated,,0.0,"Hospitalet de Llobregat, L'",Bellvitge,Barcelones,41.35587799,2.112093839,3,"04 Quality Location, Regeneration",41509.0,9.8,2291.610811,,,Other,0.0
810106010,36.351207572612296,0.0,36.351207572612296,Housing Consolidated,,0.0,"Hospitalet de Llobregat, L'",Bellvitge,Barcelones,41.35451762,2.114365185,2,"05 Central Metropolitan Location, Regeneration",41398.0,10.0,2368.648649,,,Other,0.0
810106011,34.57452591882045,0.0,34.57452591882045,Other,,0.0,"Hospitalet de Llobregat, L'",Bellvitge,Barcelones,41.35746419,2.114668528,2,"05 Central Metropolitan Location, Regeneration",39853.0,10.7,2647.816216,,,Other,0.0
810106012,34.17345443726051,0.0,34.17345443726051,Housing Consolidated,,0.0,"Hospitalet de Llobregat, L'",Bellvitge,Barcelones,41.35572307,2.114560832,3,"04 Quality Location, Regeneration",37299.0,10.6,2607.027027,,,Other,0.0
810106013,61.39370779664707,0.0,61.39370779664707,Housing Consolidated,,0.0,"Hospitalet de Llobregat, L'",Bellvitge,Barcelones,41.35366314,2.113948708,3,"04 Quality Location, Regeneration",38889.0,10.1,2407.621622,,,Other,0.0
810106014,35.56129824955969,0.0,35.56129824955969,Housing Consolidated,,0.0,"Hospitalet de Llobregat, L'",Bellvitge,Barcelones,41.35205673,2.113985586,2,"05 Central Metropolitan Location, Regeneration",40924.0,9.8,2291.610811,,,Other,0.0
810106015,28.514587315966565,0.0,28.514587315966565,Other,,0.0,"Hospitalet de Llobregat, L'",Bellvitge,Barcelones,41.34966128,2.113696755,2,"05 Central Metropolitan Location, Regeneration",39537.0,10.5,2566.540541,,,Other,0.0
810106016,27.84711444408764,0.0,27.84711444408764,Other,Multi-Family,19.0,"Hospitalet de Llobregat, L'",El Gornal,Barcelones,41.35700451,2.118868807,1,07 Peripheral Areas,39701.0,10.1,2407.621622,,,Other,0.0
810106017,21.834576051651183,0.0,21.834576051651183,Housing Consolidated,,0.0,"Hospitalet de Llobregat, L'",El Gornal,Barcelones,41.35288511,2.115764958,2,"05 Central Metropolitan Location, Regeneration",41217.0,9.4,2148.583784,,,Other,0.0
810106018,40.03087370080313,0.0,40.03087370080313,Housing Consolidated,,0.0,"Hospitalet de Llobregat, L'",Bellvitge,Barcelones,41.35262108,2.108780154,6,"06 Central Midsized Cities, Regeneration",54722.0,8.7,1889.545946,,,Other,0.0
810106019,26.954218094848244,0.0,26.954218094848244,Other,,0.0,"Hospitalet de Llobregat, L'",Bellvitge,Barcelones,41.3482039,2.110335388,2,"05 Central Metropolitan Location, Regeneration",40926.0,10.7,2647.816216,,,Other,0.0
810106021,39.80313237450941,0.0,39.80313237450941,Other,,0.0,"Hospitalet de Llobregat, L'",Bellvitge,Barcelones,41.35387767,2.109063803,2,"05 Central Metropolitan Location, Regeneration",42778.0,9.7,2253.545946,,,Other,0.0
810106022,31.51119697573476,0.0,31.51119697573476,Housing Consolidated,,0.0,"Hospitalet de Llobregat, L'",El Gornal,Barcelones,41.35589125,2.11788903,2,"05 Central Metropolitan Location, Regeneration",41416.0,9.9,2330.5837840000004,,,Other,0.0
